t,MV,PV,DV
1.500000000000000000e+02,5.000000000000000000e+01,3.888000000000000256e+01,5.000000000000000000e+01
1.510000000000000000e+02,5.000000000000000000e+01,3.895000000000000284e+01,5.000000000000000000e+01
1.520000000000000000e+02,5.000000000000000000e+01,3.895000000000000284e+01,5.000000000000000000e+01
1.530000000000000000e+02,5.000000000000000000e+01,3.897999999999999687e+01,5.000000000000000000e+01
1.540000000000000000e+02,4.999999999999999289e+01,3.897999999999999687e+01,5.000000000000000000e+01
1.550000000000000000e+02,5.000000000000000000e+01,3.920000000000000284e+01,5.000000000000000000e+01
1.560000000000000000e+02,5.000000000000000000e+01,3.920000000000000284e+01,5.000000000000000000e+01
1.570000000000000000e+02,5.000000000000000000e+01,3.927000000000000313e+01,5.000000000000000000e+01
1.580000000000000000e+02,5.000000000000000000e+01,3.927000000000000313e+01,5.000000000000000000e+01
1.590000000000000000e+02,4.999999999999999289e+01,3.929999999999999716e+01,5.000000000000000000e+01
1.600000000000000000e+02,5.000000000000000000e+01,3.949000000000000199e+01,5.000000000000000000e+01
1.610000000000000000e+02,5.000000000000000000e+01,3.956000000000000227e+01,5.000000000000000000e+01
1.620000000000000000e+02,5.000000000000000711e+01,3.959000000000000341e+01,5.000000000000000000e+01
1.630000000000000000e+02,5.000000000000000000e+01,3.968999999999999773e+01,5.000000000000000000e+01
1.640000000000000000e+02,5.000000000000000000e+01,3.971999999999999886e+01,5.000000000000000000e+01
1.650000000000000000e+02,5.000000000000000000e+01,3.985000000000000142e+01,5.000000000000000000e+01
1.660000000000000000e+02,5.000000000000000000e+01,3.990999999999999659e+01,5.000000000000000000e+01
1.670000000000000000e+02,5.000000000000000000e+01,3.990999999999999659e+01,5.000000000000000000e+01
1.680000000000000000e+02,5.000000000000000000e+01,4.003999999999999915e+01,5.000000000000000000e+01
1.690000000000000000e+02,4.999999999999999289e+01,4.010999999999999943e+01,5.000000000000000000e+01
